gene,mean_marco_spots,pct_marco_spots,mean_neighbors,pct_neighbors,mean_distant,pct_distant,log2fc_neighbor_vs_distant,pval,padj
9430041J12Rik,0.0413,3.5,0.0426,3.6,0.0119,1.2,1.265,5.301717190695793e-06,4.577358315351616e-05
Cyp7b1,0.2889,18.4,0.1156,9.7,0.0424,4.0,1.261,3.544645971720693e-10,6.496691213372494e-09
Icos,0.1619,13.0,0.0535,4.4,0.0165,1.6,1.259,3.4528005636379084e-06,3.098389484873353e-05
Ctxn3,0.1905,10.5,0.2883,15.5,0.1149,6.6,1.256,1.4014931929171523e-14,4.2780726313502445e-13
Socs3,5.6476,84.8,2.4343,65.6,1.0144,46.3,1.255,3.5910291147056156e-34,8.732784302111606e-32
Icam1,2.3048,63.8,0.8017,40.6,0.3304,24.7,1.254,8.94083700377798e-22,6.24190204412079e-20
Itgal,0.8889,43.2,0.292,17.8,0.1166,10.3,1.254,4.947629176052036e-09,7.442356423481985e-08
Sema7a,0.8381,46.0,0.4939,29.3,0.2014,16.5,1.253,2.0287116710185218e-17,8.83609910203918e-16
Rhov,0.2222,15.2,0.0876,7.1,0.031,2.8,1.253,8.085258332999657e-08,1.0091702680649957e-06
Igfbp2,1.4889,31.4,1.7056,37.0,0.7099,23.4,1.253,1.1062302239153136e-16,4.410110709603372e-15
Sulf1,1.1524,46.3,0.4672,25.9,0.1908,14.6,1.248,9.44561392852545e-15,2.951198133428583e-13
Trim30a,0.654,37.5,0.2956,19.3,0.1187,10.2,1.247,2.2355515786791853e-12,5.2952813448876614e-11
Gpr141,0.0921,8.3,0.0328,2.8,0.0081,0.8,1.247,1.587994194628127e-05,0.00012292001747384086
Timp1,5.527,76.2,2.618,59.2,1.0971,32.2,1.247,7.194799916636511e-52,1.1664369509293703e-48
Marcksl1,6.6476,77.1,4.0182,63.1,1.6913,49.4,1.244,8.284968089693159e-20,4.816174079550314e-18
Cd53,1.7937,54.3,0.5633,31.8,0.232,18.2,1.244,7.275985222227363e-18,3.381015935589792e-16
Rgs16,0.2952,20.0,0.0888,6.9,0.0318,3.0,1.241,6.826271563424484e-07,7.160469330116941e-06
Cybb,0.9397,45.4,0.4136,24.6,0.1696,14.6,1.238,5.82779007192128e-12,1.3203926232826615e-10
AB124611,0.3778,22.2,0.1217,9.5,0.0458,4.2,1.238,8.16058510849622e-09,1.180090161725157e-07
Wfdc17,7.8762,82.5,3.0815,65.7,1.3015,47.7,1.237,4.666090262704953e-30,8.10510988370571e-28
Cxcl16,2.9746,74.9,1.2762,52.1,0.536,33.5,1.236,3.736544804589817e-30,6.648771371191465e-28
Pla2g2e,0.0222,2.2,0.0365,3.4,0.0098,0.9,1.235,9.144668825927788e-07,9.337289211974274e-06
Mrgpra2b,0.0667,6.3,0.0195,1.7,0.0025,0.3,1.232,6.031594912083082e-06,5.158675343622758e-05
Diras2,0.1238,8.9,0.1496,11.2,0.0581,4.6,1.229,1.5739186175280942e-11,3.4072769359573326e-10
Wfdc12,0.1714,7.6,0.2178,9.5,0.0874,4.7,1.226,3.236242591346829e-07,3.59908655871506e-06
Timp3,4.6095,78.1,1.5645,57.7,0.6637,38.7,1.225,1.0797730364966674e-30,2.019867740451651e-28
Il5ra,0.073,4.8,0.0401,3.3,0.0115,1.0,1.225,8.254059900435843e-06,6.827380272520373e-05
Nkain4,0.054,4.1,0.0925,7.2,0.0339,2.8,1.222,2.2935347245997695e-08,3.1072391055371625e-07
Gm4951,0.0286,2.9,0.0182,1.8,0.0021,0.2,1.221,4.762744559848852e-07,5.136231032723917e-06
Prok2,0.1016,8.3,0.0389,3.8,0.011,1.1,1.219,3.632743701438225e-07,4.006452256060857e-06
Itprip,0.3778,27.9,0.1752,14.5,0.0696,6.6,1.219,2.6719687355870124e-12,6.267957527483938e-11
Fxyd5,3.8762,79.4,1.5085,55.2,0.6429,36.3,1.218,4.360969105644398e-30,7.666373520537037e-28
Pik3r5,0.419,27.6,0.1582,12.2,0.0623,5.9,1.217,3.188433867271454e-09,4.943936084735153e-08
Adcy4,0.1714,13.7,0.1083,9.4,0.0411,3.7,1.21,2.024699092498335e-10,3.802108681936063e-09
Tgtp1,0.3206,22.2,0.073,6.2,0.0259,2.6,1.21,1.1204431437903233e-06,1.1236004062573612e-05
Nfkbid,0.2921,21.6,0.1229,9.5,0.0475,4.5,1.208,1.1631012843606622e-07,1.4142342366755353e-06
P2rx6,0.0349,3.5,0.0523,5.0,0.017,1.7,1.208,1.4568058727575002e-07,1.7309653493000557e-06
Lcp2,0.9206,41.0,0.2786,18.5,0.1149,10.6,1.208,5.502481288289866e-10,9.851129383734656e-09
Tgm2,6.9206,87.3,4.5852,78.6,1.9805,63.3,1.207,4.012883929805954e-39,1.428097302921919e-36
Tm4sf1,1.9714,55.2,0.8637,41.4,0.3685,24.7,1.207,3.183356231473989e-22,2.419184936116509e-20
Slfn4,2.5048,61.9,1.5815,42.6,0.6794,34.3,1.207,1.101130552594202e-08,1.5598636789225245e-07
Gzmb,1.0476,38.1,0.3127,15.9,0.1298,9.3,1.207,1.0300453491948036e-07,1.2672337006830844e-06
Fosl1,0.273,21.3,0.1265,10.8,0.0492,4.2,1.206,6.317176907877033e-12,1.4202454277786407e-10
Gm6377,0.1873,12.1,0.0462,3.6,0.0144,1.4,1.203,9.414774412123447e-05,0.0005990884145106552
Rprm,0.0857,5.7,0.1156,6.1,0.0445,3.2,1.203,0.00019691079221682142,0.0011387734321187638
Dnmt3l,0.0921,6.7,0.0462,4.0,0.0144,1.4,1.203,5.710739784461496e-06,4.9101593515072304e-05
Ppp1r3b,0.054,4.4,0.0754,7.2,0.0271,2.6,1.202,4.288961827027766e-09,6.511991885344655e-08
Gbp9,0.2635,20.0,0.0791,6.9,0.0288,2.8,1.198,1.5185166652356206e-07,1.7982848952385981e-06
Csrnp1,0.5111,37.5,0.2543,20.0,0.1052,9.5,1.198,7.936698204316588e-16,2.8735574069276264e-14
Cstdc5,0.1619,11.7,0.0353,3.2,0.0098,1.0,1.197,1.1275869969456432e-05,9.054827667822718e-05
5430427O19Rik,0.073,6.0,0.0304,2.9,0.0076,0.7,1.197,1.508079942605254e-06,1.4679382550068888e-05
Slc16a3,1.2825,56.2,0.6873,39.4,0.2947,21.8,1.194,2.846951819906978e-27,3.4616561670218927e-25
Ehd3,0.1873,15.6,0.1107,8.5,0.0428,3.9,1.192,1.356059472746694e-07,1.6244879939940076e-06
Ccl11,1.2286,35.9,0.4465,22.1,0.19,15.1,1.191,8.653707074288522e-07,8.885731169665294e-06
Gm12185,0.0825,8.3,0.0292,2.6,0.0072,0.7,1.188,3.022843965343169e-05,0.00021834810048674346
Ncf1,0.7746,38.1,0.3382,24.2,0.1429,12.1,1.187,7.473771712434466e-18,3.4509431346876987e-16
Ms4a6c,0.7968,36.8,0.2956,20.3,0.1243,10.4,1.187,8.581153037464135e-14,2.431215611060955e-12
Gpm6b,0.5905,33.7,0.2019,15.6,0.0831,7.6,1.187,1.1607864960700132e-11,2.543098463086721e-10
Csf2,0.1238,7.6,0.0243,1.8,0.0051,0.5,1.186,0.0003875258556876212,0.002070446635056053
A930007I19Rik,0.0508,4.1,0.0243,2.1,0.0051,0.5,1.186,2.295722373878252e-05,0.00017081532461630584
Prrx2,0.1333,11.4,0.0706,6.0,0.0254,2.3,1.184,4.5039172062598513e-07,4.885996725393122e-06
Gm36161,0.073,6.0,0.0195,1.6,0.003,0.3,1.184,5.98697835621293e-05,0.0004003483097869059
Ccr5,0.4476,27.3,0.1764,12.8,0.0721,6.7,1.183,1.961170315552197e-08,2.681859051004884e-07
Cytip,0.746,40.3,0.2713,18.6,0.1141,9.8,1.181,4.8428706244125886e-12,1.1145477173628404e-10
Grem1,2.8825,64.4,1.7105,50.9,0.7494,30.4,1.18,5.6139813067170095e-34,1.3030457295499555e-31
Nr4a3,0.127,10.2,0.0645,5.4,0.0229,2.2,1.179,3.461026029616668e-06,3.103861757721991e-05
Pde4b,0.8286,43.2,0.3552,25.1,0.1514,12.5,1.178,3.014947711648727e-18,1.4470757256798217e-16
Rbpms2,0.3111,20.3,0.3528,22.5,0.1506,11.3,1.176,2.9086978689939007e-16,1.1081151594383813e-14
Ms4a4d,0.5714,34.3,0.2822,21.0,0.1196,10.5,1.173,3.2993410719181467e-15,1.0769728317753396e-13
Ly6c1,12.5587,87.3,8.1521,77.4,3.6132,66.7,1.172,1.4540629124725741e-21,9.914127082190341e-20
Angpt1,0.0825,7.3,0.045,4.4,0.0144,1.4,1.172,7.610151555605737e-07,7.875157542400234e-06
Lif,0.1492,11.7,0.0669,5.8,0.0242,2.4,1.17,1.4587133959488998e-06,1.4228038306227204e-05
Itgam,0.6603,36.2,0.2287,16.8,0.0963,8.9,1.168,9.829854970279215e-11,1.938208295558703e-09
Gm15832,0.1746,13.7,0.0706,6.2,0.0259,2.5,1.167,7.51750793683603e-07,7.790337947895918e-06
Krtap6-5,0.0286,2.5,0.0353,2.9,0.0102,0.9,1.166,2.1949612364197696e-05,0.00016390527337363625
Dram1,0.4317,23.5,0.1691,13.7,0.07,6.4,1.163,3.6806549876416643e-11,7.617650627614116e-10
Col18a1,5.6222,83.2,2.7482,69.8,1.2218,50.4,1.163,5.6261997780581996e-34,1.3030457295499555e-31
Sema3e,0.054,5.1,0.0426,4.1,0.0136,1.3,1.157,4.887523443956418e-07,5.24366577726236e-06
5033426O07Rik,0.0381,3.5,0.017,1.7,0.0021,0.2,1.157,1.7884612247972184e-06,1.710054897183238e-05
Ifi207,0.273,18.4,0.1095,9.2,0.0437,4.2,1.154,3.760581552529354e-08,4.925551654663896e-07
Slc4a11,0.127,10.2,0.0669,5.5,0.0246,2.1,1.153,7.33887016403271e-07,7.6268842281624835e-06
Rgs1,0.5873,33.3,0.4988,25.3,0.2188,12.6,1.153,2.9843617210263518e-18,1.4371228340427558e-16
S1pr1,0.3524,24.4,0.1788,13.9,0.0751,7.0,1.15,9.352020513315654e-10,1.6053568389386906e-08
Gm5150,0.1556,14.6,0.062,5.8,0.0225,1.9,1.149,9.285980619771033e-09,1.3322688615838657e-07
Gsap,0.4794,31.1,0.1898,15.0,0.0802,7.4,1.148,8.330841077034363e-11,1.6583260866986138e-09
Ptger2,0.1746,12.7,0.1071,9.1,0.0428,3.9,1.148,6.7330065280526354e-09,9.883430407526761e-08
Eva1b,2.0952,67.0,0.9939,47.2,0.4436,29.5,1.146,1.646777671427463e-25,1.716295214557008e-23
Adamts4,0.0635,5.4,0.0365,3.4,0.011,1.0,1.145,1.8169647715245016e-06,1.7339001295823415e-05
Fam167b,0.3175,20.0,0.1265,9.0,0.0517,4.6,1.145,2.78665987978461e-06,2.541259644121078e-05
Stum,0.1238,9.8,0.2153,15.2,0.092,7.2,1.143,4.946191643342153e-12,1.1329651847410576e-10
Lilra6,0.0286,2.9,0.0158,1.6,0.0017,0.2,1.142,1.7595895200116918e-06,1.6857630129015493e-05
Gzmd,0.0381,2.9,0.0158,1.2,0.0017,0.2,1.142,9.432680019015607e-05,0.0005997394149323968
Adarb1,0.0984,9.5,0.0645,5.7,0.0237,2.3,1.142,1.2896104688370295e-06,1.2748446037128114e-05
Slamf8,0.3778,24.1,0.0925,7.7,0.0365,3.4,1.141,3.0997117397747934e-07,3.463085298243033e-06
Adora2b,0.3778,21.6,0.129,8.4,0.053,5.0,1.141,0.0002461759090198822,0.001385249783458967
Thbs2,0.219,15.9,0.2494,16.1,0.1077,7.9,1.14,8.469214361658548e-12,1.8866306374192348e-10
Irf5,0.6508,41.9,0.2968,23.5,0.1293,11.0,1.139,4.120205533067697e-19,2.1940846325909038e-17
Nfam1,0.3714,27.3,0.1557,13.1,0.0653,5.9,1.138,1.3269929696662473e-11,2.889873794089584e-10
Nlrc5,0.9905,43.5,0.3564,21.4,0.1565,12.6,1.138,1.2189389010191882e-10,2.3745710954300367e-09
Ngp,0.073,4.1,0.0195,1.9,0.0034,0.3,1.138,1.5639930652063634e-06,1.5152870394705212e-05
Fcgr1,0.4381,27.6,0.1959,15.1,0.0835,6.9,1.138,1.241457241002177e-12,3.044386992178616e-11
Sprr1a,4.6032,49.8,2.9331,47.1,1.3295,32.2,1.136,2.505176281443609e-17,1.081450506584133e-15
Popdc2,0.4063,19.7,0.4769,23.1,0.2125,11.7,1.13,5.34520727369257e-16,1.964531973059151e-14
Scara5,0.2095,14.9,0.1119,9.9,0.0458,4.3,1.128,3.9316697676112616e-09,5.994461189050775e-08
Slfn5,0.4984,29.8,0.1898,13.5,0.0814,7.5,1.128,1.0873461070815586e-07,1.3265440675942328e-06
Scimp,0.2317,16.2,0.0693,6.0,0.0263,2.4,1.128,9.869964871465078e-07,9.987008144212687e-06
Aplnr,0.2063,13.3,0.174,12.2,0.0742,6.6,1.127,2.232895558344537e-07,2.5673899993542266e-06
Mmp19,0.7302,37.1,0.2932,20.1,0.1289,10.7,1.126,3.64596434216008e-12,8.457593913586285e-11
Gm31814,0.0222,2.2,0.0146,1.3,0.0013,0.1,1.126,6.317078583238854e-06,5.3495353225791134e-05
Tnc,7.327,79.4,2.5864,67.4,1.1794,43.9,1.126,5.673579875812853e-43,2.759440132266178e-40
Hand2,0.2698,18.1,0.3017,19.2,0.1332,8.4,1.123,1.2640611104956056e-17,5.640341181419383e-16
Tent5b,0.0921,7.3,0.1521,10.0,0.0645,5.0,1.122,3.156049469061961e-07,3.5233295947270907e-06
Lcp1,2.3175,66.0,0.9124,42.5,0.4139,28.7,1.122,4.4105383261865126e-17,1.8179142575533164e-15
Jph2,0.4794,25.4,0.5864,29.2,0.2642,15.6,1.121,1.3375149894685413e-18,6.799888923810274e-17
Inhbb,0.219,16.2,0.0864,7.4,0.0344,3.1,1.12,6.589607307797237e-08,8.339025171558498e-07
Cd300ld,0.3175,24.4,0.1241,10.8,0.0517,4.9,1.119,1.7454233843828333e-09,2.83602144783184e-08
Serping1,5.419,80.0,2.8321,64.6,1.3011,42.7,1.116,1.0830115722768497e-40,4.0518517566901324e-38
Emp3,2.3683,68.3,1.4185,51.6,0.6501,32.6,1.114,4.88088124853137e-28,7.051182009635764e-26
Lyz2,21.8222,93.7,8.0426,86.9,3.7103,72.0,1.114,8.349210717244363e-50,8.121555571687499e-47
Krt36,0.1016,7.0,0.0693,6.0,0.0267,2.5,1.112,1.5069946082060095e-06,1.4678610366043981e-05
Gml,0.3143,13.7,0.2482,14.1,0.1094,6.5,1.112,2.0552135049572932e-11,4.371373214406978e-10
Tagap,0.1111,9.5,0.0693,6.1,0.0267,2.7,1.112,4.78650269455028e-06,4.1745284408955846e-05
Gpr171,0.1905,15.2,0.0876,7.2,0.0352,3.4,1.11,3.127959684897171e-06,2.8365481517920836e-05
Tnfsf9,0.273,18.7,0.1022,8.0,0.042,4.0,1.11,4.190455904102788e-06,3.701168231587282e-05
C5ar2,0.0413,4.1,0.0243,2.4,0.0059,0.6,1.107,1.0120171123843048e-05,8.244746893802005e-05
Isl2,0.0222,2.2,0.0389,3.3,0.0127,1.2,1.107,6.915898587348196e-05,0.0004553694778339239
Sprr2i,0.0254,2.2,0.028,1.3,0.0076,0.6,1.107,0.03716225477723184,0.09556476197648744
Mettl24,0.0349,3.5,0.0535,4.9,0.0195,1.8,1.106,2.420928360126991e-06,2.239989105237089e-05
Lgi2,1.3048,54.6,0.6302,38.1,0.2875,19.7,1.105,4.844260608316039e-27,5.793656273437649e-25
F630028O10Rik,0.3302,21.6,0.0888,7.7,0.036,3.4,1.102,4.534133554785749e-07,4.9151220429330516e-06
Mndal,0.7619,40.0,0.2737,18.1,0.1221,10.7,1.102,8.213284229000794e-09,1.1853613272537149e-07
Glipr1,0.781,39.0,0.3601,22.4,0.1624,12.5,1.102,2.7934773263200248e-12,6.539507851627549e-11
Epha2,0.9238,41.9,0.736,30.7,0.338,21.8,1.1,5.473811413238601e-09,8.166501260793909e-08
Fibin,0.2254,14.3,0.3151,17.8,0.1416,9.5,1.1,5.988816141356787e-11,1.2102883146611757e-09
Gm41349,0.0317,2.9,0.0377,3.3,0.0123,1.1,1.097,4.256945318998068e-05,0.00029619975750834915
Grrp1,0.3143,21.0,0.1946,14.5,0.0857,7.3,1.097,4.890656193695536e-10,8.798959867103769e-09
Sh2d2a,0.1048,8.9,0.073,6.7,0.0288,2.8,1.096,4.859596468005806e-07,5.2175402549428046e-06
Kcnj8,1.3683,48.9,0.7482,35.8,0.3456,18.3,1.092,1.6400519444968513e-25,1.716295214557008e-23
Tmem156,0.1111,10.2,0.0511,4.7,0.0187,1.8,1.092,5.208339113256528e-06,4.515441235978966e-05
Sox18,0.5302,29.5,0.3114,20.2,0.1408,11.5,1.092,1.0593294923051392e-10,2.0747216942582935e-09
Cyth4,1.019,50.2,0.4684,32.0,0.2146,17.5,1.091,8.593145625253178e-20,4.942673392133134e-18
Pira2,0.1238,10.5,0.0474,4.7,0.017,1.6,1.091,5.043085921741823e-07,5.3946969709776344e-06
Sh2b2,0.2476,18.1,0.0754,7.1,0.0301,2.9,1.091,1.8259354737110176e-07,2.1313779597533967e-06
Actg2,24.1302,79.7,27.0438,81.3,12.6976,69.8,1.09,2.791034139994464e-22,2.1433673229820645e-20
Itgax,0.3937,26.7,0.18,14.2,0.0793,7.2,1.09,1.0546399392784193e-09,1.787253351220838e-08
Phlda3,0.8349,42.5,0.6107,32.6,0.2816,18.7,1.09,8.982991555029706e-19,4.6479017652283136e-17
Gbp7,1.1143,41.9,0.4416,27.1,0.2023,16.3,1.089,5.107674510501396e-13,1.3167151728396797e-11
Tspan4,2.5937,70.8,1.2871,52.7,0.5997,33.0,1.089,3.162550702432699e-31,6.235780716107502e-29
Fst,0.3873,24.4,0.1898,14.4,0.084,6.4,1.088,1.4184174233147644e-12,3.446631926478267e-11
Thbs1,3.5587,67.9,1.382,51.7,0.6455,33.4,1.087,4.801677662571928e-26,5.30767263443841e-24
Ppm1e,0.0413,3.8,0.0535,5.0,0.0199,1.9,1.086,1.7679932979098423e-06,1.6927027696720808e-05
Adam33,0.1746,9.5,0.1642,12.0,0.0721,5.5,1.086,3.422384077103445e-10,6.289169530102818e-09
Cd59a,0.7302,31.7,0.618,26.4,0.2863,13.7,1.084,3.3326616988307965e-17,1.4135717106872137e-15
Fmnl1,0.3143,23.8,0.1326,11.6,0.0573,5.3,1.084,6.689037345000747e-10,1.1787408683684289e-08
Tagln,35.3492,93.0,40.8054,90.3,19.2566,82.6,1.083,2.348676911054389e-25,2.3964716649786427e-23
Nfe2,0.0762,6.3,0.0255,2.1,0.0068,0.7,1.083,0.0006971668619527212,0.003471795796161145
Ifi27l2a,4.6159,79.7,2.6241,67.4,1.2345,47.1,1.082,2.52183063581434e-38,8.557216466783032e-36
Wwtr1,0.4032,29.5,0.3613,26.5,0.1658,13.6,1.079,3.0823202878828324e-18,1.474561813786833e-16
Ifi203,0.7206,34.9,0.2056,13.3,0.092,8.2,1.079,9.312903106442168e-06,7.633964563263915e-05
Cd68,0.8063,41.0,0.2859,21.5,0.1302,11.0,1.078,1.4772626355813594e-14,4.490570649118253e-13
Ifi213,0.1016,9.8,0.0523,4.4,0.0195,2.0,1.078,0.00014631909317311894,0.0008825720911488129
4833412C05Rik,0.0667,4.1,0.0657,5.8,0.0259,2.3,1.077,6.550969704540254e-07,6.891506774257164e-06
Cryab,1.0635,41.0,1.0207,35.0,0.4788,18.5,1.076,1.964763754250522e-23,1.6571021929635472e-21
Cfp,0.7365,42.9,0.4015,28.8,0.1853,14.8,1.075,1.3462213932460302e-19,7.554890903404934e-18
Psd,0.9206,29.5,1.028,32.8,0.483,19.0,1.074,3.303752549105253e-17,1.4053951441397888e-15
S100a4,1.9778,59.0,0.826,40.1,0.3872,21.7,1.074,5.718616689617088e-28,7.946698677924088e-26
Sirpa,1.8127,60.3,0.6898,39.8,0.3223,23.4,1.074,8.718847129706387e-22,6.116187426420476e-20
Dbh,0.0381,3.2,0.0718,3.5,0.0288,1.4,1.074,0.0001443220150129459,0.0008719679176206599
Slc2a3,0.4222,28.9,0.1849,15.3,0.0827,6.8,1.072,1.6734676590558456e-13,4.5470328888796726e-12
Milr1,0.2317,19.0,0.0912,7.8,0.0382,3.7,1.072,1.712925731068481e-06,1.6497227288462182e-05
Igf2,0.0921,7.0,0.0876,6.9,0.0365,3.3,1.07,5.820464865423441e-06,5.0015549382446065e-05
Trpm2,0.1556,13.7,0.0742,6.6,0.0301,2.9,1.07,1.9652856146709862e-06,1.8608359768763373e-05
Ptprz1,0.0476,4.4,0.0803,6.9,0.0331,2.9,1.068,2.711952302572316e-07,3.0769903613400206e-06
Prr7,0.1238,11.7,0.0572,5.0,0.0221,2.1,1.068,1.4205817268595291e-05,0.00011125983884383998
Trim15,4.0857,56.2,3.6046,51.8,1.7159,43.2,1.067,8.918928303415461e-10,1.540071986687988e-08
Jdp2,0.5238,33.7,0.2384,19.1,0.1086,9.4,1.067,5.919345402815306e-14,1.7136739835809154e-12
Slc6a17,0.0889,7.9,0.1363,10.6,0.0598,4.9,1.067,7.961252613935532e-09,1.1535515083409468e-07
Hbb-bs,1.219,34.9,1.3005,30.8,0.6154,19.4,1.067,5.954314881816137e-13,1.5188707769332038e-11
Prnd,0.0952,7.6,0.0438,3.2,0.0157,1.6,1.066,0.0045088444089187475,0.017083497473522054
Synm,0.8698,27.3,0.899,31.3,0.4241,19.8,1.066,2.2126279594463583e-13,5.91290376488678e-12
Myh11,7.9048,65.1,9.3017,66.7,4.4427,57.2,1.064,7.218862579817523e-17,2.909680218290538e-15
Rdh12,0.1111,9.5,0.0304,2.9,0.0093,0.9,1.064,3.964060090165598e-05,0.00027807500372887617
4930511M06Rik,0.0159,1.6,0.0401,3.6,0.014,1.4,1.063,4.151027404056575e-05,0.0002893819438728595
Sgca,0.0667,5.4,0.0657,5.6,0.0263,2.4,1.06,6.149140265175117e-06,5.2499769227132905e-05
Acsbg1,0.1079,7.6,0.0462,4.1,0.017,1.7,1.06,4.101874842712041e-05,0.00028650290009579407
Cckar,0.0222,1.6,0.0268,2.4,0.0076,0.7,1.06,8.058938047095759e-05,0.000521917288260871
Serpinb9,0.5746,32.7,0.2238,16.8,0.1022,9.1,1.059,7.623560461469705e-10,1.3385724511829659e-08
Pid1,0.3492,23.2,0.1946,14.5,0.0882,7.8,1.059,9.541040192063202e-09,1.3675178530687053e-07
Hspb2,0.219,15.2,0.2555,17.6,0.1175,8.6,1.058,4.010673496780551e-13,1.0506236443720828e-11
Sphk1,0.5492,35.6,0.2032,16.9,0.0925,8.1,1.057,6.701047505214016e-13,1.6945404531815897e-11
Fcgr4,1.1238,50.5,0.5207,32.5,0.2451,17.6,1.057,4.929772687428677e-20,2.96009519680131e-18
Cldn4,2.254,47.9,1.562,41.8,0.746,29.8,1.056,1.9589909554108635e-12,4.678173000065452e-11
Cnn1,19.8825,74.6,22.6241,76.3,10.8783,64.6,1.056,2.8248536186877364e-24,2.5760899468920477e-22
Sema3g,0.0603,5.4,0.0681,4.9,0.0276,2.5,1.056,0.0005629005730689156,0.0028657649203239874
Il2rb,0.3048,20.3,0.1253,9.5,0.0551,5.1,1.055,6.661106258625983e-06,5.618046324833047e-05
Mcam,1.1111,46.0,0.9161,39.2,0.436,24.0,1.054,1.9822225686452881e-19,1.0751899442045873e-17
Pxdc1,0.6413,41.0,0.3954,27.7,0.1853,14.9,1.053,2.2455504768787883e-17,9.751436609565e-16
C1qtnf3,0.0508,4.4,0.1277,7.7,0.0564,4.5,1.053,0.000345440104832346,0.0018674755722892776
Fam20c,0.3143,22.9,0.1083,9.2,0.0471,4.4,1.051,1.4964541654149002e-07,1.77518396159096e-06
Egfl7,1.581,57.5,0.871,44.6,0.4152,27.9,1.051,3.48152805740149e-22,2.632071289406484e-20
Itga1,1.619,57.8,1.0377,46.1,0.4958,28.9,1.051,8.102014655252846e-25,7.828907008926772e-23
Fyn,0.381,29.5,0.1959,16.5,0.0895,8.3,1.049,1.8196841458472698e-11,3.8931101718559403e-10
Ccdc88b,0.7206,38.7,0.3309,24.6,0.1548,13.8,1.049,2.0297219867175986e-13,5.474246489500274e-12
Trbc1,0.3524,21.9,0.1861,14.2,0.0848,7.0,1.049,3.01299993070077e-10,5.564896454285435e-09
Pthlh,0.1333,9.8,0.073,5.6,0.0301,2.8,1.049,0.00012240821490458885,0.0007513917810992243
Il17d,0.1492,12.1,0.1825,13.0,0.0831,6.7,1.048,1.519102204613204e-08,2.1089648208859429e-07
Igtp,3.4857,73.7,1.4757,51.6,0.7095,35.3,1.046,1.268220912947046e-21,8.769957981426705e-20
Myl9,15.9048,81.9,19.062,78.1,9.2248,69.5,1.046,5.022445019069195e-20,3.0033809538212553e-18
Tm6sf1,0.2413,19.7,0.1496,13.0,0.0674,6.1,1.044,2.1414176287810903e-10,4.0109659334460705e-09
Cpm,1.8603,45.4,0.3832,20.6,0.1807,14.7,1.044,2.337312717968276e-05,0.00017346759851411556
Eng,1.254,54.6,0.7372,39.7,0.3524,24.8,1.044,3.1120351952977775e-20,1.940500236520935e-18
Acsl4,1.0413,48.9,0.4878,32.1,0.2316,18.7,1.043,4.1007690187871714e-17,1.7095520215178177e-15
Hcrtr1,0.0254,2.5,0.0438,4.1,0.0161,1.4,1.043,4.401518524506612e-06,3.8688287223539745e-05
Nfkbia,5.4698,78.7,2.1983,61.8,1.0615,50.4,1.043,7.517700084794242e-16,2.7286259188366366e-14
Laptm5,2.4762,74.0,1.2762,58.8,0.6145,38.1,1.042,5.03220644546606e-33,1.0958943917282879e-30
Sox11,0.0571,4.8,0.0219,2.1,0.0055,0.6,1.04,0.00010672721016630947,0.0006674910945291991
Tnfrsf26,0.0349,3.5,0.0219,2.2,0.0055,0.6,1.04,3.84959952403574e-05,0.0002708269366210486
Trarg1,0.0508,4.4,0.0219,2.2,0.0055,0.6,1.04,3.84959952403574e-05,0.0002708269366210486
Ankrd33b,0.0857,6.7,0.028,2.4,0.0085,0.8,1.039,0.0004399166639284402,0.0023172649976100617
Angpt2,0.1968,12.7,0.0864,7.4,0.0369,3.5,1.039,2.487653247324348e-06,2.292946843443434e-05
Nrxn1,0.0159,1.6,0.028,2.4,0.0085,0.7,1.039,8.208317687954152e-05,0.0005301795634570121
Pdlim4,1.0159,48.9,0.7737,38.7,0.3719,23.0,1.037,1.896943234399437e-20,1.203404292744443e-18
D16Ertd472e,0.2317,15.9,0.101,7.7,0.0441,4.1,1.036,4.664231276462017e-05,0.00032011194052143595
Trps1,0.219,18.1,0.1375,12.3,0.0619,5.8,1.036,8.400560627487386e-10,1.4591973823293862e-08
Cd69,0.1206,9.8,0.0547,4.4,0.0216,2.1,1.034,0.0003943446062241227,0.0021014909238189095
Igfbp7,23.0603,95.6,11.9307,89.3,5.8232,80.6,1.034,9.415896114952012e-40,3.4346835053316198e-37
Trpc6,0.1016,8.3,0.0243,2.1,0.0068,0.6,1.032,0.0003952075759342312,0.002105320825285275
Pln,0.3524,16.8,0.2749,14.7,0.1293,7.6,1.032,1.2107476419761186e-09,2.0235989512111736e-08
Gm45670,0.0667,5.7,0.0876,6.2,0.0377,3.0,1.031,3.815259698175966e-05,0.00026932004961821733
Enah,0.4222,28.6,0.3881,24.6,0.1849,14.0,1.03,2.2019804950762117e-13,5.895247230028808e-12
Atp2b4,0.8032,37.1,0.792,32.8,0.383,19.4,1.029,6.905947927545698e-17,2.8068157718891165e-15
Nkd2,0.1778,12.1,0.18,12.2,0.0831,6.1,1.029,1.1948018413006795e-08,1.6795138406953961e-07
Entpd1,0.8603,46.3,0.3467,24.7,0.165,13.6,1.028,2.15328692567077e-14,6.491448250508721e-13
Des,12.8159,76.5,14.5791,72.9,7.1429,61.9,1.028,3.75323402607249e-21,2.4561846396710904e-19
Cyp4f18,0.419,29.2,0.1788,14.4,0.0827,7.6,1.027,6.333325465796927e-09,9.379797298276697e-08
